Stc Person Id,Swu Stu Ant Cmpl Dates ,Swu Grad Date ,Stc Term ,Stc Course Name,Internship,CEL Course,SCOPE 300,Scs Location,DC/LN
3343782,20-Dec,,19/SP,SPA15-164,,Y,,,
3346021,20-May,,19/SP,SPA15-164,,Y,,,
3349130,22-May,,19/SP,PSC32-114,,Y,,,
3351409,22-May,,19/SP,SPA15-164,,Y,,,
3350686,22-May,,19/SP,SPA15-164,,Y,,,
3350099,22-May,,18/FA,PSC32-114,,Y,,,
3307393,20-May,,18/FA,BUS30-394,,,,LN,Y
3307393,20-May,,18/FA,ENG10-304,,,,LN,Y
3307393,20-May,,18/FA,THE72-114,,,,LN,Y
3307393,20-May,,18/FA,UST05-224,,,,LN,Y
3329326,21-May,,18/FA,SPA15-734,,Y,,,
3329326,21-May,,19/SP,UST05-302,,Y,,,
3331721,20-Dec,,18/FA,EDU40-113,,Y,,,
3331721,20-Dec,,19/SP,EDU40-144,,Y,,,
3334233,20-May,,18/FA,BUS30-394,,,,LN,Y
3334233,20-May,,18/FA,BUS30-584,,,,LN,Y
3334233,20-May,,18/FA,COM75-304,,,,LN,Y
3334233,20-May,,18/FA,UST05-224,,,,LN,Y
3334547,20-May,,19/S3,UST05-300,,,Y,,
3348858,,,18/FA,EDU40-113,,Y,,,
3348907,22-May,,19/SP,SPA15-164,,Y,,,
3332184,20-May,,19/SP,UST05-302,,Y,,,
3341259,20-May,,19/SP,SPA15-164,,Y,,,
3344707,21-May,,19/S2,THE72-304,,Y,,,
3323077,,19-May,18/FA,BUS30-584,,,,LN,Y
3323077,,19-May,18/FA,BUS30-394,,,,LN,Y
3323077,,19-May,18/FA,UST05-224,,,,LN,Y
3323077,,19-May,18/FA,BUS30-944,Y,,,,
3326376,,19-May,18/FA,SPA15-164,,Y,,,
3326376,,19-May,19/S3,UST05-300,,,Y,,
3342129,,19-Aug,19/SP,SPA15-164,,Y,,,
3342129,,19-Aug,19/SP,BUS30-944,Y,,,,
3342129,,19-Aug,19/S3,BUS30-944,Y,,,,
3339335,21-May,,18/FA,SPA15-164,,Y,,,
3335879,20-May,,18/FA,SPA15-734,,Y,,,
3347729,22-May,,18/FA,SPA15-164,,Y,,,
3347729,22-May,,19/SP,EDU40-234,,Y,,,
3331623,20-May,,18/FA,BUS30-944,Y,,,,
3347510,22-May,,19/SP,SPA15-164,,Y,,,
3339674,20-May,,18/FA,BUS30-394,,,,LN,Y
3339674,20-May,,18/FA,UST05-224,,,,LN,Y
3339674,20-May,,18/FA,ENG10-304,,,,LN,Y
3339674,20-May,,18/FA,PSC32-944,Y,,,,
3322587,,19-May,18/FA,PSC32-114,,Y,,,
3323340,,19-May,19/SP,COM75-944,Y,,,,
3326767,,19-May,19/SP,PSC32-942,Y,,,,
3339779,21-May,,18/FA,SPA15-164,,Y,,,
3339779,21-May,,19/S3,UST05-300,,,Y,,
3024193,21-May,,19/S1,SPA15-164,,Y,,,
3342700,21-May,,19/SP,PSC32-114,,Y,,,
3353241,22-May,,19/S3,UST05-300,,,Y,,
3339031,21-May,,18/FA,SPA15-164,,Y,,,
3339967,21-May,,18/FA,SPA15-164,,Y,,,
3348641,22-May,,18/FA,EDU40-113,,Y,,,
3348641,22-May,,19/SP,EDU40-144,,Y,,,
3350485,22-May,,19/S3,UST05-300,,,Y,,
3346630,,,18/FA,EDU40-113,,Y,,,
3340417,20-May,,18/FA,CSC54-414,,Y,,,
3354208,21-May,,19/SP,PSC32-114,,Y,,,
3354208,21-May,,19/SP,SPA15-164,,Y,,,
3348937,22-May,,19/SP,EDU40-234,,Y,,,
3342169,21-May,,19/S3,UST05-300,,,Y,,
3328291,,19-May,18/FA,BUS30-414,,Y,,,
3338902,20-Dec,,19/S3,COM75-303,,,,ECE,
3338902,20-Dec,,19/S3,PSY33-303,,,,ECE,
3338920,21-May,,19/SP,SPA15-164,,Y,,,
3348875,22-May,,19/SP,SPA15-164,,Y,,,
3331920,20-May,,19/SP,EDU40-144,,Y,,,
3336380,,19-Dec,18/FA,CSC54-414,,Y,,,
3353144,21-May,,19/SP,PSC32-114,,Y,,,
3352177,22-May,,19/S3,UST05-300,,,Y,,
3344705,20-May,,19/S2,SPA15-164,,Y,,,
3343678,21-May,,18/FA,SPA15-164,,Y,,,
3333057,20-May,,18/FA,SPA15-164,,Y,,,
3351333,22-May,,19/SP,SPA15-164,,Y,,,
3348717,22-May,,19/SP,PSC32-114,,Y,,,
3352204,21-May,,19/S3,SPA15-154,,,,BA,
3352204,21-May,,19/S3,SPA15-164,,Y,,BA,
3332302,20-May,,19/SP,PSC32-114,,Y,,,
3314075,21-May,,19/SP,COM75-944,Y,,,,
3323582,,19-May,19/SP,LAS06-304,,Y,,,
3341900,21-May,,18/FA,SPA15-164,,Y,,,
3341075,,,19/SP,SPA15-164,,Y,,,
3348035,22-May,,18/FA,EDU40-113,,Y,,,
3341230,20-Dec,,18/FA,SPA15-164,,Y,,,
3341230,20-Dec,,19/S3,UST05-300,,,Y,,
3331605,20-May,,19/SP,COM75-944,Y,,,,
3331605,20-May,,19/S3,COM75-303,,,,ECE,
3331605,20-May,,19/S3,PSY33-303,,,,ECE,
3333365,,19-Dec,18/FA,PSC32-304,,,,DC,Y
3333365,,19-Dec,18/FA,UST05-303,,,,DC,Y
3333365,,19-Dec,18/FA,PSC32-948,Y,,,,
3342777,21-May,,18/FA,PSC32-114,,Y,,,
3342777,21-May,,19/SP,SPA15-164,,Y,,,
3350152,22-May,,18/FA,PSC32-114,,Y,,,
3332268,20-May,,19/S3,UST05-300,,,Y,,
3335577,,19-Aug,18/FA,BUS30-394,,,,LN,Y
3335577,,19-Aug,18/FA,BUS30-584,,,,LN,Y
3335577,,19-Aug,18/FA,UST05-224,,,,LN,Y
3335577,,19-Aug,18/FA,BUS30-944,Y,,,,
3340063,21-May,,19/SP,EDU40-234,,Y,,,
3340063,21-May,,19/SP,EDU40-144,,Y,,,
3340630,21-May,,19/SP,SPA15-164,,Y,,,
3339473,21-May,,18/FA,COM75-944,Y,,,,
3332630,20-May,,19/SP,SPA15-164,,Y,,,
3340487,21-May,,19/SP,SPA15-164,,Y,,,
3349306,20-Dec,,19/SP,EDU40-234,,Y,,,
3332510,20-May,,18/FA,BUS30-394,,,,LN,Y
3332510,20-May,,18/FA,BUS30-584,,,,LN,Y
3332510,20-May,,18/FA,UST05-224,,,,LN,Y
3332510,20-May,,18/FA,BUS30-944,Y,,,,
3325581,,19-May,19/SP,BUS30-944,Y,,,,
3325581,,19-May,19/SP,BUS30-942,Y,,,,
3339041,21-May,,18/FA,EDU40-113,,Y,,,
3339041,21-May,,18/FA,EDU40-234,,Y,,,
3339041,21-May,,19/SP,EDU40-144,,Y,,,
3339041,21-May,,19/S3,COM75-303,,,,ECE,
3339041,21-May,,19/S3,PSY33-303,,,,ECE,
2924087,,19-May,19/SP,PSC32-948,Y,,,,
3327569,,19-May,19/SP,EDU40-234,,Y,,,
3327569,,19-May,19/SP,KIN48-944,Y,,,,
3350795,22-May,,18/FA,SPA15-164,,Y,,,
3350165,22-May,,19/SP,EDU40-234,,Y,,,
3350165,22-May,,19/S3,SPA15-154,,,,BA,
3350165,22-May,,19/S3,SPA15-164,,Y,,BA,
3342478,21-May,,19/SP,SPA15-164,,Y,,,
3340790,21-May,,19/S3,UST05-300,,,Y,,
3339980,21-May,,19/S3,SPA15-364,,,,GR,
3339980,21-May,,19/S3,SPA15-314,,,,GR,
3323838,,19-May,19/SP,SPA15-164,,Y,,,
3323838,,19-May,19/SP,COM75-943,Y,,,,
3328586,,19-Dec,18/FA,PSC32-224,,,,DC,Y
3328586,,19-Dec,18/FA,UST05-303,,,,DC,Y
3328586,,19-Dec,18/FA,PSC32-948,Y,,,,
3338892,20-May,,19/SP,PSC32-944,Y,,,,
3333536,20-May,,19/SP,EDU40-264,,Y,,,
3341819,21-May,,18/FA,UST05-224,,,,LN,Y
3341819,21-May,,18/FA,ENG10-304,,,,LN,Y
3341819,21-May,,18/FA,COM75-304,,,,LN,Y
3341819,21-May,,18/FA,BUS30-584,,,,LN,Y
3340285,21-May,,19/SP,SPA15-164,,Y,,,
3349124,22-May,,19/SP,EDU40-234,,Y,,,
3349124,22-May,,19/SP,EDU40-144,,Y,,,
3331826,20-May,,18/FA,BUS30-584,,,,LN,Y
3331826,20-May,,18/FA,UST05-224,,,,LN,Y
3331826,20-May,,18/FA,BUS30-394,,,,LN,Y
3331826,20-May,,18/FA,BUS30-944,Y,,,,
3323763,,19-May,19/SP,PSY33-948,Y,,,,
3350954,,,19/SP,PSC32-114,,Y,,,
3325626,,19-Dec,19/SP,EDU40-234,,Y,,,
3331201,20-May,,19/SP,PSC32-114,,Y,,,
3338347,21-May,,19/S3,COM75-303,,,,ECE,
3338347,21-May,,19/S3,PSY33-303,,,,ECE,
3324687,,19-May,19/SP,PSC32-304,,,,DC,Y
3324687,,19-May,19/SP,UST05-303,,,,DC,Y
3324687,,19-May,19/SP,HIS16-944,Y,,,,
3324687,,19-May,19/SP,HIS16-944,Y,,,,
3339759,,19-May,18/FA,KIN48-944,Y,,,,
3325628,,19-May,19/SP,BUS30-944,Y,,,,
3329783,,19-May,18/FA,SPA15-734,,Y,,,
3341587,21-May,,18/FA,PSC32-114,,Y,,,
3348446,22-May,,19/SP,SPA15-164,,Y,,,
3351587,21-May,,19/SP,SPA15-164,,Y,,,
3332674,21-May,,19/SP,SPA15-164,,Y,,,
3348852,22-May,,19/SP,SPA15-164,,Y,,,
3347490,22-May,,18/FA,EDU40-113,,Y,,,
3347490,22-May,,19/SP,EDU40-144,,Y,,,
3339757,21-May,,19/SP,THE72-804,,Y,,,
3339476,21-May,,18/FA,EDU40-234,,Y,,,
3339476,21-May,,18/FA,SPA15-164,,Y,,,
3339476,21-May,,19/SP,EDU40-144,,Y,,,
3340170,21-May,,18/FA,SPA15-734,,Y,,,
3351215,22-May,,19/S3,UST05-300,,,Y,,
3349916,22-May,,19/SP,ART68-942,Y,,,,
3341786,22-May,,19/SP,EDU40-234,,Y,,,
3350710,22-May,,19/SP,SPA15-164,,Y,,,
3323981,,19-Dec,19/S3,COM75-942,Y,,,,
3329953,,19-Aug,19/S1,SPA15-164,,Y,,,
3351828,,,18/FA,PSC32-114,,Y,,,
3342342,21-May,,18/FA,SPA15-164,,Y,,,
2924090,,19-May,19/SP,BUS30-944,Y,,,,
3335529,20-May,,19/S3,UST05-300,,,Y,,
3333548,20-May,,18/FA,SPA15-164,,Y,,,
3342241,21-May,,18/FA,SPA15-164,,Y,,,
3337808,,19-Dec,19/SP,BUS30-944,Y,,,,
3324118,,19-May,19/SP,BUS30-944,Y,,,,
3348752,22-May,,19/SP,EDU40-234,,Y,,,
3336077,,,18/FA,SPA15-164,,Y,,,
3349428,21-May,,19/S3,SPA15-154,,,,BA,
3349428,21-May,,19/S3,SPA15-164,,Y,,BA,
3333527,20-May,,19/SP,ENG10-942,Y,,,,
3324221,,19-May,19/SP,BUS30-944,Y,,,,
3324221,,19-May,19/SP,BUS30-944,Y,,,,
3339065,20-Aug,,19/S3,BUS30-944,Y,,,,
3359127,21-May,,19/S2,SPA15-164,,Y,,,
3333167,20-May,,18/FA,EDU40-234,,Y,,,
3333167,20-May,,19/SP,BUS30-944,Y,,,,
3322978,,19-May,18/FA,EDU40-234,,Y,,,
3343803,21-May,,19/SP,SPA15-164,,Y,,,
3333194,20-May,,18/FA,SPA15-164,,Y,,,
3333194,20-May,,19/S3,UST05-300,,,Y,,
3349286,22-May,,19/SP,PSC32-114,,Y,,,
3342020,21-May,,19/S2,SPA15-164,,Y,,,
3352313,22-May,,18/FA,EDU40-113,,Y,,,
3352313,22-May,,19/SP,EDU40-264,,Y,,,
3334610,20-May,,19/S3,UST05-300,,,Y,,
3335242,20-May,,19/SP,UST05-302,,Y,,,
3335242,20-May,,19/S3,BIO50-944,Y,,,,
3344568,21-May,,19/SP,PSC32-114,,Y,,,
3344568,21-May,,19/S3,COM75-303,,,,ECE,
3344568,21-May,,19/S3,PSY33-303,,,,ECE,
3335327,20-May,,19/SP,EDU40-234,,Y,,,
3340750,21-May,,18/FA,EDU40-234,,Y,,,
3340750,21-May,,19/SP,EDU40-144,,Y,,,
3344808,,19-Aug,18/FA,BUS30-942,Y,,,,
3344808,,19-Aug,19/SP,BUS30-944,Y,,,,
3344808,,19-Aug,19/S3,COM75-303,,,,ECE,
3344808,,19-Aug,19/S3,PSY33-303,,,,ECE,
3322482,,19-May,18/FA,PSY33-944,Y,,,,
3322482,,19-May,19/SP,PSY33-944,Y,,,,
3332003,20-May,,19/SP,LAT14-303,,,,OC,
3338988,,19-May,18/FA,BUS30-414,,Y,,,
3338988,,19-May,18/FA,SPA15-164,,Y,,,
3338598,21-May,,18/FA,PSC32-114,,Y,,,
3331790,20-Dec,,19/S3,UST05-300,,,Y,,
3345209,,19-May,18/FA,BUS30-414,,Y,,,
3345209,,19-May,19/SP,SPA15-164,,Y,,,
3323016,,19-May,19/SP,PSY33-948,Y,,,,
3323016,,19-May,19/SP,EDU40-264,,Y,,,
3317230,,19-May,19/SP,BUS30-944,Y,,,,
3326411,,19-May,19/S3,UST05-300,,,Y,,
3333274,20-May,,18/FA,BUS30-394,,,,LN,Y
3333274,20-May,,18/FA,ENG10-304,,,,LN,Y
3333274,20-May,,18/FA,UST05-224,,,,LN,Y
3333274,20-May,,18/FA,THE72-944,Y,,,,
3349414,,,18/FA,EDU40-113,,Y,,,
3341607,21-May,,18/FA,THE72-114,,,,LN,Y
3341607,21-May,,18/FA,HIS16-304,,,,LN,Y
3341607,21-May,,18/FA,ENG10-304,,,,LN,Y
3341607,21-May,,18/FA,UST05-224,,,,LN,Y
3341607,21-May,,19/SP,SPA15-164,,Y,,,
3351927,22-May,,19/SP,SPA15-164,,Y,,,
3339727,21-May,,19/SP,SPA15-164,,Y,,,
3338612,21-May,,18/FA,SPA15-164,,Y,,,
3322674,,19-May,18/FA,BUS30-944,Y,,,,
3322674,,19-May,19/SP,BUS30-944,Y,,,,
3326669,,19-May,19/SP,SPA15-164,,Y,,,
3330890,20-May,,18/FA,BUS30-394,,,,LN,Y
3330890,20-May,,18/FA,BUS30-584,,,,LN,Y
3330890,20-May,,18/FA,UST05-224,,,,LN,Y
3330890,20-May,,18/FA,BUS30-944,Y,,,,
3351769,22-May,,19/SP,PSC32-114,,Y,,,
3349644,22-May,,19/S3,UST05-300,,,Y,,
2915185,,19-May,18/FA,SPA15-164,,Y,,,
3349380,22-May,,19/S1,SPA15-164,,Y,,,
3339524,21-May,,19/S1,SPA15-164,,Y,,,
3342678,21-May,,19/SP,SPA15-164,,Y,,,
3342678,21-May,,19/SP,KIN48-944,Y,,,,
3335845,20-Aug,,19/S3,PSY33-948,Y,,,,
3341597,,19-Dec,19/SP,SPA15-164,,Y,,,
3333290,,19-Dec,19/SP,PSC32-114,,Y,,,
3335256,20-May,,19/S3,UST05-300,,,Y,,
3327217,,19-May,18/FA,SPA15-164,,Y,,,
3347842,22-May,,19/SP,SPA15-164,,Y,,,
3339587,21-May,,18/FA,SPA15-164,,Y,,,
3324701,,"05/19, 05/19",18/FA,CSC54-414,,Y,,,
3349694,22-May,,19/SP,SPA15-164,,Y,,,
3324340,,19-May,18/FA,PSY33-948,Y,,,,
3324340,,19-May,19/SP,PSY33-944,Y,,,,
3341954,21-May,,19/SP,SPA15-164,,Y,,,
3326782,,19-May,19/SP,SPA15-164,,Y,,,
3344012,,19-Aug,19/S3,UST05-300,,,Y,,
3324046,,19-May,18/FA,BUS30-394,,,,LN,Y
3324046,,19-May,18/FA,BUS30-584,,,,LN,Y
3324046,,19-May,18/FA,UST05-224,,,,LN,Y
3324046,,19-May,18/FA,BUS30-944,Y,,,,
3324046,,19-May,19/SP,SPA15-164,,Y,,,
3342072,21-May,,19/SP,EDU40-234,,Y,,,
3342072,21-May,,19/S3,SPA15-364,,,,GR,
3342072,21-May,,19/S3,SPA15-314,,,,GR,
3333472,,19-Dec,19/SP,BUS30-944,Y,,,,
3330578,20-Aug,,18/FA,PSC32-114,,Y,,,
3330578,20-Aug,,18/FA,SPA15-734,,Y,,,
3330578,20-Aug,,19/S3,PSC32-948,Y,,,,
3345587,,,18/FA,EDU40-113,,Y,,,
3345587,,,19/SP,EDU40-144,,Y,,,
3345587,,,19/SP,EDU40-524,,Y,,,
3345585,,,18/FA,HIS16-941,Y,,,,
3339225,21-May,,19/SP,SPA15-164,,Y,,,
3339225,21-May,,19/S2,SPA15-164,,Y,,,
2829385,22-May,,19/S3,COM75-303,,,,ECE,
2829385,22-May,,19/S3,PSY33-303,,,,ECE,
3332912,20-May,,19/SP,FST04-944,Y,,,,
3332935,20-Aug,,18/FA,UST05-942,Y,,,,
3332935,20-Aug,,19/SP,UST05-942,Y,,,,
3332017,20-May,,18/FA,BUS30-584,,,,LN,Y
3332017,20-May,,18/FA,UST05-224,,,,LN,Y
3332017,20-May,,18/FA,BUS30-394,,,,LN,Y
3332017,20-May,,18/FA,BUS30-944,Y,,,,
3343463,20-Dec,,18/FA,SPA15-164,,Y,,,
3332852,20-May,,18/FA,SPA15-734,,Y,,,
3332852,20-May,,19/S3,UST05-300,,,Y,,
3334888,20-Aug,,19/SP,PSY33-948,Y,,,,
3341784,21-May,,18/FA,SPA15-164,,Y,,,
3350421,22-May,,18/FA,PSC32-114,,Y,,,
3322293,,19-May,19/SP,BUS30-944,Y,,,,
3339553,21-May,,18/FA,SPA15-164,,Y,,,
3345915,20-May,,19/S1,SPA15-164,,Y,,,
3331829,20-May,,19/SP,SPA15-164,,Y,,,
3331643,,18-Dec,18/FA,PSC32-114,,Y,,,
3347066,22-May,,19/SP,PSC32-114,,Y,,,
3356720,21-May,,19/S3,UST05-300,,,Y,,
3344918,,,18/FA,SPA15-164,,Y,,,
3344918,,,19/SP,PSC32-114,,Y,,,
3342944,21-May,,19/SP,SPA15-164,,Y,,,
3342944,21-May,,19/S3,BUS30-944,Y,,,,
3331321,,19-Dec,19/SP,PSC32-304,,,,DC,Y
3331321,,19-Dec,19/SP,UST05-303,,,,DC,Y
3331321,,19-Dec,19/SP,PSC32-948,Y,,,,
3331321,,19-Dec,19/S3,PSC32-944,Y,,,,
3349787,22-May,,19/S3,UST05-300,,,Y,,
3334653,20-May,,19/SP,PSC32-114,,Y,,,
3342173,21-May,,19/SP,SPA15-164,,Y,,,
3348188,22-May,,19/S1,SPA15-164,,Y,,,
3333846,20-Aug,,19/SP,SPA15-164,,Y,,,
3338969,21-May,,18/FA,SPA15-164,,Y,,,
3339116,21-May,,19/SP,SPA15-164,,Y,,,
3344807,21-May,,18/FA,SPA15-164,,Y,,,
3344807,21-May,,19/SP,THE72-804,,Y,,,
3334969,20-May,,18/FA,SPA15-164,,Y,,,
3326527,,18-Dec,18/FA,BUS30-943,Y,,,,
3326527,,18-Dec,18/FA,BUS30-942,Y,,,,
3317871,,19-May,18/FA,ANT35-944,Y,,,,
3352872,20-May,,19/SP,SPA15-164,,Y,,,
3352872,20-May,,19/S3,PSY33-948,Y,,,,
3334481,20-May,,19/SP,BUS30-944,Y,,,,
3331350,,19-Dec,18/FA,SPA15-164,,Y,,,
3330360,20-May,,18/FA,CSC54-414,,Y,,,
3330360,20-May,,19/SP,SPA15-164,,Y,,,
3348238,22-May,,19/SP,SPA15-164,,Y,,,
2924081,20-May,,19/SP,COM75-944,Y,,,,
3331869,20-May,,19/S3,COM75-303,,,,ECE,
3331869,20-May,,19/S3,PSY33-303,,,,ECE,
